model,model_display,model_type,n_candidates,n_prompts,mean_num_pred_items,mean_num_strict_pred_items,candidate_valid_rate@10,raw_item_coverage@1,raw_unique_items@1,raw_avg_popularity@1,raw_catalog_match_rate@1,raw_item_coverage@5,raw_unique_items@5,raw_avg_popularity@5,raw_catalog_match_rate@5,raw_item_coverage@10,raw_unique_items@10,raw_avg_popularity@10,raw_catalog_match_rate@10,strict_item_coverage@1,strict_unique_items@1,strict_avg_popularity@1,strict_catalog_match_rate@1,strict_item_coverage@5,strict_unique_items@5,strict_avg_popularity@5,strict_catalog_match_rate@5,strict_item_coverage@10,strict_unique_items@10,strict_avg_popularity@10,strict_catalog_match_rate@10,paper_item_coverage@1,paper_unique_items@1,paper_avg_popularity@1,paper_catalog_match_rate@1,paper_item_coverage@5,paper_unique_items@5,paper_avg_popularity@5,paper_catalog_match_rate@5,paper_item_coverage@10,paper_unique_items@10,paper_avg_popularity@10,paper_catalog_match_rate@10,raw_hit_rate@1,raw_hit_rate@5,raw_hit_rate@10,raw_mrr@1,raw_mrr@5,raw_mrr@10,raw_precision@1,raw_precision@5,raw_precision@10,raw_recall@1,raw_recall@5,raw_recall@10,raw_f1@1,raw_f1@5,raw_f1@10,raw_ndcg@1,raw_ndcg@5,raw_ndcg@10,strict_hit_rate@1,strict_hit_rate@5,strict_hit_rate@10,strict_mrr@1,strict_mrr@5,strict_mrr@10,strict_precision@1,strict_precision@5,strict_precision@10,strict_recall@1,strict_recall@5,strict_recall@10,strict_f1@1,strict_f1@5,strict_f1@10,strict_ndcg@1,strict_ndcg@5,strict_ndcg@10,paper_hit_rate@1,paper_hit_rate@5,paper_hit_rate@10,paper_mrr@1,paper_mrr@5,paper_mrr@10,paper_precision@1,paper_precision@5,paper_precision@10,paper_recall@1,paper_recall@5,paper_recall@10,paper_f1@1,paper_f1@5,paper_f1@10,paper_ndcg@1,paper_ndcg@5,paper_ndcg@10,paper_ndcg@10_mean,paper_ndcg@10_ci_low,paper_ndcg@10_ci_high
infobip-gpt-4-1,GPT-4.1,api,c0,999,9.991991991991991,9.991991991991991,0.9991991991991992,0.05314846909300982,368.0,51.28099173553719,0.6056056056056056,0.152368573079145,1055.0,46.58926002055498,0.7223223223223223,0.2185153090699018,1513.0,40.90279250449762,0.7707707707707707,0.05314846909300982,368.0,51.28099173553719,0.6056056056056056,0.152368573079145,1055.0,46.58926002055498,0.7223223223223223,0.2185153090699018,1513.0,40.90279250449762,0.7707707707707707,0.05314846909300982,368.0,51.28099173553719,0.6056056056056056,0.152368573079145,1055.0,46.58926002055498,0.7223223223223223,0.2185153090699018,1513.0,40.90279250449762,0.7707707707707707,0.1781781781781782,0.29429429429429427,0.34534534534534533,0.1781781781781782,0.22110443777110442,0.22772454994677216,0.1781781781781782,0.06986986986986987,0.042142142142142146,0.12290623957290625,0.19554554554554554,0.23193193193193193,0.138657705324372,0.09800572578350357,0.06891407724741058,0.1781781781781782,0.18451926798771004,0.19831560015200403,0.1781781781781782,0.29429429429429427,0.34534534534534533,0.1781781781781782,0.22110443777110442,0.22772454994677216,0.1781781781781782,0.06986986986986987,0.042142142142142146,0.12290623957290625,0.19554554554554554,0.23193193193193193,0.138657705324372,0.09800572578350357,0.06891407724741058,0.1781781781781782,0.18451926798771004,0.19831560015200403,0.1781781781781782,0.29429429429429427,0.34534534534534533,0.1781781781781782,0.22110443777110442,0.22772454994677216,0.1781781781781782,0.06986986986986987,0.042142142142142146,0.12290623957290625,0.19554554554554554,0.23193193193193193,0.138657705324372,0.09800572578350357,0.06891407724741058,0.1781781781781782,0.18451926798771004,0.19831560015200403,0.19831560015200403,0.17896883665763338,0.2186024588120403
infobip-gpt-4-1,GPT-4.1,api,c1000,999,9.99099099099099,9.376376376376376,0.9376376376376376,0.08131138070479492,563.0,42.732317736670296,0.91991991991992,0.21663778162911612,1500.0,39.84697728790915,0.9403403403403403,0.3018486424032351,2090.0,37.19387681332125,0.9456456456456457,0.08304448295782785,575.0,40.78102189781022,0.95995995995996,0.21519352975158867,1490.0,38.13651985318652,0.9587587587587587,0.2931831311380705,2030.0,36.164753642531416,0.8998998998999,0.08304448295782785,575.0,40.78102189781022,0.95995995995996,0.21519352975158867,1490.0,38.13651985318652,0.9587587587587587,0.2931831311380705,2030.0,36.164753642531416,0.8998998998999,0.17617617617617617,0.2882882882882883,0.34234234234234234,0.17617617617617617,0.2172172172172172,0.22420833531944642,0.17617617617617617,0.06686686686686688,0.04064064064064064,0.11726726726726727,0.19042375709042378,0.22452452452452454,0.133652700319367,0.09424388313277202,0.06648834982168315,0.17617617617617617,0.17802827682711128,0.1913154012092062,0.15715715715715717,0.25625625625625625,0.3033033033033033,0.15715715715715717,0.19372706039372706,0.19997457775235553,0.15715715715715717,0.05725725725725726,0.034934934934934936,0.09898231564898231,0.16259592926259595,0.19282615949282617,0.1148005148005148,0.08084209750876419,0.05724854891521558,0.15715715715715717,0.1522078940542073,0.16412823590255216,0.15715715715715717,0.25625625625625625,0.3033033033033033,0.15715715715715717,0.19372706039372706,0.19997457775235553,0.15715715715715717,0.05725725725725726,0.034934934934934936,0.09898231564898231,0.16259592926259595,0.19282615949282617,0.1148005148005148,0.08084209750876419,0.05724854891521558,0.15715715715715717,0.1522078940542073,0.16412823590255216,0.16412823590255216,0.14518815710625957,0.18309204938083326
infobip-gpt-4-1,GPT-4.1,api,c250,999,10.0,9.514514514514515,0.9514514514514516,0.08015597920277297,555.0,44.87845303867403,0.9059059059059059,0.21663778162911612,1500.0,38.050984317650986,0.9279279279279279,0.3119584055459272,2160.0,34.84931677709456,0.9391391391391392,0.08203350664355864,568.0,43.51306165099268,0.9579579579579579,0.21649335644136336,1499.0,36.656239572906244,0.953953953953954,0.3037261698440208,2103.0,34.21601561879339,0.9058058058058059,0.08203350664355864,568.0,43.51306165099268,0.9579579579579579,0.21649335644136336,1499.0,36.656239572906244,0.953953953953954,0.3037261698440208,2103.0,34.21601561879339,0.9058058058058059,0.13913913913913914,0.23623623623623624,0.26926926926926925,0.13913913913913914,0.17454120787454122,0.17899804566471236,0.13913913913913914,0.05585585585585586,0.03333333333333334,0.09029029029029027,0.15343677010343676,0.1786453119786453,0.10342723676057008,0.07751308306863863,0.05415083748417082,0.13913913913913914,0.14189072496883617,0.15170119037533553,0.12012012012012012,0.20520520520520522,0.23223223223223224,0.12012012012012012,0.1508174841508175,0.15448146559257672,0.12012012012012012,0.04624624624624625,0.02762762762762763,0.07644310977644311,0.13011344678011344,0.15125125125125125,0.08835978835978835,0.06488335377224266,0.045170111836778506,0.12012012012012012,0.12000884141819317,0.12832856805768167,0.12012012012012012,0.20520520520520522,0.23223223223223224,0.12012012012012012,0.1508174841508175,0.15448146559257672,0.12012012012012012,0.04624624624624625,0.02762762762762763,0.07644310977644311,0.13011344678011344,0.15125125125125125,0.08835978835978835,0.06488335377224266,0.045170111836778506,0.12012012012012012,0.12000884141819317,0.12832856805768167,0.12832856805768167,0.11150807286197609,0.14443452642247084
infobip-gpt-4-1,GPT-4.1,api,c500,999,9.98998998998999,9.41041041041041,0.941041041041041,0.07957827845176199,551.0,44.578420467185765,0.8998998998998999,0.21750433275563258,1506.0,39.32494979919679,0.9351351351351351,0.30473714615829,2110.0,36.23766222922035,0.9423423423423425,0.07770075101097632,538.0,41.58779443254818,0.934934934934935,0.2136048526863085,1479.0,37.09147442326981,0.950950950950951,0.2931831311380705,2030.0,35.21578752743582,0.8971971971971973,0.07770075101097632,538.0,41.58779443254818,0.934934934934935,0.2136048526863085,1479.0,37.09147442326981,0.950950950950951,0.2931831311380705,2030.0,35.21578752743582,0.8971971971971973,0.16816816816816818,0.2752752752752753,0.3103103103103103,0.16816816816816818,0.20660660660660662,0.21133156966490302,0.16816816816816818,0.06506506506506507,0.03763763763763764,0.1102268935602269,0.1811478144811478,0.20548882215548886,0.12643119309785975,0.0911162244495578,0.061505069838403176,0.16816816816816818,0.16918620020392594,0.1787160311738784,0.13913913913913914,0.22822822822822822,0.25725725725725723,0.13913913913913914,0.17087087087087086,0.17485620541176095,0.13913913913913914,0.05205205205205205,0.03033033033033033,0.087987987987988,0.14484484484484486,0.1661161161161161,0.10225463558796892,0.07308910642243976,0.04968659968659969,0.13913913913913914,0.1354324096852021,0.1437860068168396,0.13913913913913914,0.22822822822822822,0.25725725725725723,0.13913913913913914,0.17087087087087086,0.17485620541176095,0.13913913913913914,0.05205205205205205,0.03033033033033033,0.087987987987988,0.14484484484484486,0.1661161161161161,0.10225463558796892,0.07308910642243976,0.04968659968659969,0.13913913913913914,0.1354324096852021,0.1437860068168396,0.1437860068168396,0.12657906162325552,0.16186441707080093
infobip-gpt-4-1,GPT-4.1,api,cALL,999,10.0,9.262262262262261,0.9262262262262262,0.07827845176198729,542.0,47.71044133476857,0.92992992992993,0.21418255343731946,1483.0,43.257231128924516,0.9453453453453454,0.2876949740034662,1992.0,41.23339768339768,0.9473473473473475,0.07914500288850375,548.0,43.22268907563025,0.9529529529529529,0.21187175043327555,1467.0,40.33762095428763,0.9597597597597597,0.27484113229347196,1903.0,39.55070983682094,0.8918918918918919,0.07914500288850375,548.0,43.22268907563025,0.9529529529529529,0.21187175043327555,1467.0,40.33762095428763,0.9597597597597597,0.27484113229347196,1903.0,39.55070983682094,0.8918918918918919,0.1841841841841842,0.3023023023023023,0.36536536536536535,0.1841841841841842,0.23134801468134802,0.2397127286016175,0.1841841841841842,0.07347347347347347,0.04484484484484484,0.12083750417083751,0.20417083750417087,0.24744744744744743,0.13807617140950473,0.10252373585706921,0.07330945664278998,0.1841841841841842,0.19102261251314887,0.2074157150543479,0.2032032032032032,0.30930930930930933,0.36536536536536535,0.2032032032032032,0.24586252919586254,0.2534085672974562,0.2032032032032032,0.07547547547547548,0.04484484484484484,0.13084751418084747,0.2089089089089089,0.24744744744744743,0.15072215072215073,0.10522405522405523,0.07330945664278998,0.2032032032032032,0.19979966416273814,0.21434235020277678,0.2032032032032032,0.30930930930930933,0.36536536536536535,0.2032032032032032,0.24586252919586254,0.2534085672974562,0.2032032032032032,0.07547547547547548,0.04484484484484484,0.13084751418084747,0.2089089089089089,0.24744744744744743,0.15072215072215073,0.10522405522405523,0.07330945664278998,0.2032032032032032,0.19979966416273814,0.21434235020277678,0.21434235020277678,0.19354587359046352,0.23554226150129742
claude-sonnet-4-6,Claude Sonnet 4.6,api,c0,999,9.992992992992994,9.992992992992994,0.9992992992992993,0.0632582322357019,438.0,54.18433734939759,0.8308308308308309,0.15251299826689774,1056.0,50.34986586183769,0.8464464464464466,0.21692663200462162,1502.0,45.219110045487795,0.8389389389389391,0.0632582322357019,438.0,54.18433734939759,0.8308308308308309,0.15251299826689774,1056.0,50.34986586183769,0.8464464464464466,0.21692663200462162,1502.0,45.219110045487795,0.8389389389389391,0.0632582322357019,438.0,54.18433734939759,0.8308308308308309,0.15251299826689774,1056.0,50.34986586183769,0.8464464464464466,0.21692663200462162,1502.0,45.219110045487795,0.8389389389389391,0.2092092092092092,0.34134134134134136,0.3813813813813814,0.2092092092092092,0.2613613613613614,0.26657768879991106,0.2092092092092092,0.08388388388388388,0.04804804804804805,0.1311811811811812,0.21778445111778444,0.253003003003003,0.15304351971018637,0.11498034831368166,0.07783782783782785,0.2092092092092092,0.20807380464216757,0.22074540886311653,0.2092092092092092,0.34134134134134136,0.3813813813813814,0.2092092092092092,0.2613613613613614,0.26657768879991106,0.2092092092092092,0.08388388388388388,0.04804804804804805,0.1311811811811812,0.21778445111778444,0.253003003003003,0.15304351971018637,0.11498034831368166,0.07783782783782785,0.2092092092092092,0.20807380464216757,0.22074540886311653,0.2092092092092092,0.34134134134134136,0.3813813813813814,0.2092092092092092,0.2613613613613614,0.26657768879991106,0.2092092092092092,0.08388388388388388,0.04804804804804805,0.1311811811811812,0.21778445111778444,0.253003003003003,0.15304351971018637,0.11498034831368166,0.07783782783782785,0.2092092092092092,0.20807380464216757,0.22074540886311653,0.22074540886311653,0.20115247252060625,0.2412021583605731
claude-sonnet-4-6,Claude Sonnet 4.6,api,c1000,999,9.996996996996996,9.881881881881881,0.9881881881881882,0.07668977469670711,531.0,41.943415637860085,0.972972972972973,0.1910745233968804,1323.0,42.440273606940266,0.9693693693693695,0.2651646447140381,1836.0,40.62234893623782,0.9646646646646647,0.07640092432120162,529.0,41.87577002053388,0.974974974974975,0.19049682264586945,1319.0,41.98822155488823,0.9707707707707708,0.2638648180242634,1827.0,40.2686571492127,0.954854854854855,0.07640092432120162,529.0,41.87577002053388,0.974974974974975,0.19049682264586945,1319.0,41.98822155488823,0.9707707707707708,0.2638648180242634,1827.0,40.2686571492127,0.954854854854855,0.16016016016016016,0.26626626626626626,0.3203203203203203,0.16016016016016016,0.20158491825158492,0.20870910593132816,0.16016016016016016,0.06106106106106106,0.03783783783783783,0.10502168835502168,0.17237237237237238,0.20839172505839174,0.12065398732065398,0.08614509170064726,0.062033253699920375,0.16016016016016016,0.16274973319172817,0.17677456750634435,0.15715715715715717,0.26426426426426425,0.3163163163163163,0.15715715715715717,0.1987821154487821,0.20563341118896677,0.15715715715715717,0.060260260260260254,0.03723723723723724,0.10171838505171837,0.16911911911911914,0.20413747080413747,0.1173173173173173,0.08492164603275716,0.06101058601058602,0.15715715715715717,0.1594429010220024,0.1730919966896285,0.15715715715715717,0.26426426426426425,0.3163163163163163,0.15715715715715717,0.1987821154487821,0.20563341118896677,0.15715715715715717,0.060260260260260254,0.03723723723723724,0.10171838505171837,0.16911911911911914,0.20413747080413747,0.1173173173173173,0.08492164603275716,0.06101058601058602,0.15715715715715717,0.1594429010220024,0.1730919966896285,0.1730919966896285,0.15367198533426635,0.19125799132692936
claude-sonnet-4-6,Claude Sonnet 4.6,api,c250,999,10.0,9.876876876876876,0.9876876876876878,0.07495667244367418,519.0,42.2536231884058,0.9669669669669669,0.19526285384171,1352.0,40.409926593259925,0.9641641641641642,0.2761409589832467,1912.0,38.034591337369115,0.9600600600600602,0.07538994800693241,522.0,41.95979381443299,0.970970970970971,0.19511842865395726,1351.0,40.033583583583585,0.965965965965966,0.27541883304448295,1907.0,37.7908440186218,0.94994994994995,0.07538994800693241,522.0,41.95979381443299,0.970970970970971,0.19511842865395726,1351.0,40.033583583583585,0.965965965965966,0.27541883304448295,1907.0,37.7908440186218,0.94994994994995,0.12412412412412413,0.21021021021021022,0.25225225225225223,0.12412412412412413,0.15573907240573906,0.16133554189109744,0.12412412412412413,0.04824824824824825,0.02962962962962963,0.08069736403069735,0.13595261928595262,0.16518184851518183,0.09281185947852615,0.06791488458155125,0.0486029486029486,0.12412412412412413,0.12585258908844657,0.13699235587295394,0.11811811811811812,0.2042042042042042,0.24624624624624625,0.11811811811811812,0.14978311644978312,0.15548683604239158,0.11811811811811812,0.04704704704704705,0.02902902902902903,0.0764431097764431,0.13169836503169835,0.1609275942609276,0.08807378807378807,0.06611943834166058,0.047580280913614256,0.11811811811811812,0.1212751609756496,0.13248596138837698,0.11811811811811812,0.2042042042042042,0.24624624624624625,0.11811811811811812,0.14978311644978312,0.15548683604239158,0.11811811811811812,0.04704704704704705,0.02902902902902903,0.0764431097764431,0.13169836503169835,0.1609275942609276,0.08807378807378807,0.06611943834166058,0.047580280913614256,0.11811811811811812,0.1212751609756496,0.13248596138837698,0.13248596138837698,0.11598351116719212,0.14996679501674826
claude-sonnet-4-6,Claude Sonnet 4.6,api,c500,999,9.99099099099099,9.862862862862864,0.9862862862862863,0.07250144425187753,502.0,43.25627615062761,0.9569569569569569,0.1926632004621606,1334.0,41.43904475617903,0.9637637637637637,0.2720970537261698,1884.0,39.2113906384197,0.961861861861862,0.07250144425187753,502.0,43.07724425887265,0.958958958958959,0.1923743500866551,1332.0,41.026987307949234,0.9657657657657657,0.27021952628538415,1871.0,38.87542704456532,0.951951951951952,0.07250144425187753,502.0,43.07724425887265,0.958958958958959,0.1923743500866551,1332.0,41.026987307949234,0.9657657657657657,0.27021952628538415,1871.0,38.87542704456532,0.951951951951952,0.14614614614614616,0.24524524524524524,0.2932932932932933,0.14614614614614616,0.18435101768435103,0.19067043233709902,0.14614614614614616,0.05665665665665666,0.03443443443443443,0.09429429429429428,0.160326993660327,0.19384384384384384,0.1086944086944087,0.07989121878010769,0.05662569829236496,0.14614614614614616,0.14873447026608896,0.1611739313487674,0.14414414414414414,0.24124124124124124,0.28928928928928926,0.14414414414414414,0.18134801468134804,0.1877063571508016,0.14414414414414414,0.055855855855855854,0.03403403403403404,0.09254254254254253,0.15757424090757424,0.1910910910910911,0.10695934029267361,0.07871543982655094,0.05595186428519762,0.14414414414414414,0.14618097830242957,0.15865747941815808,0.14414414414414414,0.24124124124124124,0.28928928928928926,0.14414414414414414,0.18134801468134804,0.1877063571508016,0.14414414414414414,0.055855855855855854,0.03403403403403404,0.09254254254254253,0.15757424090757424,0.1910910910910911,0.10695934029267361,0.07871543982655094,0.05595186428519762,0.14414414414414414,0.14618097830242957,0.15865747941815808,0.15865747941815808,0.14049821236138713,0.17713185479653246
claude-sonnet-4-6,Claude Sonnet 4.6,api,cALL,999,9.996996996996996,9.90990990990991,0.990990990990991,0.07943385326400924,550.0,39.628299894403376,0.9479479479479479,0.20233968804159447,1401.0,39.41823647294589,0.9581581581581582,0.27484113229347196,1903.0,38.3321702655036,0.9571571571571572,0.08001155401502022,554.0,39.33228511530398,0.954954954954955,0.2027729636048527,1404.0,39.35674007340674,0.9625625625625627,0.27368573079145003,1895.0,38.14754357532135,0.9517517517517518,0.08001155401502022,554.0,39.33228511530398,0.954954954954955,0.2027729636048527,1404.0,39.35674007340674,0.9625625625625627,0.27368573079145003,1895.0,38.14754357532135,0.9517517517517518,0.2122122122122122,0.3483483483483483,0.3993993993993994,0.2122122122122122,0.2654654654654654,0.2723537029092585,0.2122122122122122,0.08428428428428429,0.05015015015015015,0.13460126793460125,0.22390724057390723,0.2669836503169837,0.1560798894132227,0.11626460515349404,0.08147957314623981,0.2122122122122122,0.21244183157904575,0.22856413784457316,0.2122122122122122,0.35135135135135137,0.3993993993993994,0.2122122122122122,0.2671338004671338,0.2735989958212181,0.2122122122122122,0.08548548548548549,0.05015015015015015,0.13460126793460125,0.22665999332666,0.2669836503169837,0.1560798894132227,0.11785746785746785,0.08147957314623981,0.2122122122122122,0.2143011777000683,0.2293109867565296,0.2122122122122122,0.35135135135135137,0.3993993993993994,0.2122122122122122,0.2671338004671338,0.2735989958212181,0.2122122122122122,0.08548548548548549,0.05015015015015015,0.13460126793460125,0.22665999332666,0.2669836503169837,0.1560798894132227,0.11785746785746785,0.08147957314623981,0.2122122122122122,0.2143011777000683,0.2293109867565296,0.2293109867565296,0.20906878163209974,0.25033628162715554
infobip-gpt-4-1-mini,GPT-4.1-mini,api,c0,999,9.814814814814815,9.814814814814815,0.9814814814814815,0.06152512998266898,426.0,55.09313725490196,0.8168168168168168,0.14832466782206816,1027.0,54.9227760993622,0.8420420420420421,0.1998844598497978,1384.0,52.08748725058965,0.8477477477477479,0.06152512998266898,426.0,55.09313725490196,0.8168168168168168,0.14832466782206816,1027.0,54.9227760993622,0.8420420420420421,0.1998844598497978,1384.0,52.08748725058965,0.8477477477477479,0.06152512998266898,426.0,55.09313725490196,0.8168168168168168,0.14832466782206816,1027.0,54.9227760993622,0.8420420420420421,0.1998844598497978,1384.0,52.08748725058965,0.8477477477477479,0.17717717717717718,0.2882882882882883,0.35535535535535534,0.17717717717717718,0.2206706706706707,0.22932774043885157,0.17717717717717718,0.06906906906906907,0.043343343343343346,0.11262929596262931,0.18440106773440107,0.23186519853186519,0.13053529720196386,0.09529753418642307,0.07049314549314549,0.17717717717717718,0.17599037196338432,0.1936500470934246,0.17717717717717718,0.2882882882882883,0.35535535535535534,0.17717717717717718,0.2206706706706707,0.22932774043885157,0.17717717717717718,0.06906906906906907,0.043343343343343346,0.11262929596262931,0.18440106773440107,0.23186519853186519,0.13053529720196386,0.09529753418642307,0.07049314549314549,0.17717717717717718,0.17599037196338432,0.1936500470934246,0.17717717717717718,0.2882882882882883,0.35535535535535534,0.17717717717717718,0.2206706706706707,0.22932774043885157,0.17717717717717718,0.06906906906906907,0.043343343343343346,0.11262929596262931,0.18440106773440107,0.23186519853186519,0.13053529720196386,0.09529753418642307,0.07049314549314549,0.17717717717717718,0.17599037196338432,0.1936500470934246,0.1936500470934246,0.1743439739880284,0.21372110328123134
infobip-gpt-4-1-mini,GPT-4.1-mini,api,c1000,999,9.92892892892893,8.831831831831831,0.8831831831831831,0.08463316002310803,586.0,30.79302587176603,0.8898898898898899,0.22775852108607741,1577.0,33.87412060301507,0.9129129129129129,0.30459272097053725,2109.0,35.02760401755893,0.9183183183183184,0.0865106874638937,599.0,29.753246753246753,0.924924924924925,0.22530329289428075,1560.0,31.535255767301905,0.9277277277277277,0.2885615251299827,1998.0,33.09083361194695,0.8377377377377379,0.0865106874638937,599.0,29.753246753246753,0.924924924924925,0.22530329289428075,1560.0,31.535255767301905,0.9277277277277277,0.2885615251299827,1998.0,33.09083361194695,0.8377377377377379,0.13013013013013014,0.2172172172172172,0.26426426426426425,0.13013013013013014,0.16277944611277945,0.16895546339990783,0.13013013013013014,0.05005005005005005,0.03093093093093093,0.08390056723390056,0.14409409409409407,0.17105438772105439,0.09620096286762951,0.0705169094057983,0.050548375548375546,0.13013013013013014,0.1322386965584868,0.14291450133555392,0.12012012012012012,0.1971971971971972,0.23723723723723725,0.12012012012012012,0.14866533199866533,0.15401671512782625,0.12012012012012012,0.04284284284284284,0.026426426426426425,0.08073073073073074,0.1284617951284618,0.15205205205205205,0.09127699127699128,0.061270866826422396,0.0435634352301019,0.12012012012012012,0.1194774883224394,0.12893650434015527,0.12012012012012012,0.1971971971971972,0.23723723723723725,0.12012012012012012,0.14866533199866533,0.15401671512782625,0.12012012012012012,0.04284284284284284,0.026426426426426425,0.08073073073073074,0.1284617951284618,0.15205205205205205,0.09127699127699128,0.061270866826422396,0.0435634352301019,0.12012012012012012,0.1194774883224394,0.12893650434015527,0.12893650434015527,0.11170891275272471,0.14743269404635476
infobip-gpt-4-1-mini,GPT-4.1-mini,api,c250,999,9.95095095095095,9.132132132132131,0.9132132132132131,0.08362218370883882,579.0,32.0,0.9119119119119119,0.2339688041594454,1620.0,34.82603015075377,0.9245245245245245,0.3200462160600809,2216.0,34.144527630510574,0.9246246246246247,0.0839110340843443,581.0,31.531049250535332,0.934934934934935,0.2290583477758521,1586.0,33.00554998328318,0.9329329329329329,0.30329289428076256,2100.0,32.685606024422476,0.8611611611611613,0.0839110340843443,581.0,31.531049250535332,0.934934934934935,0.2290583477758521,1586.0,33.00554998328318,0.9329329329329329,0.30329289428076256,2100.0,32.685606024422476,0.8611611611611613,0.1111111111111111,0.18018018018018017,0.22022022022022023,0.1111111111111111,0.13601935268601933,0.14115742726853836,0.1111111111111111,0.04184184184184184,0.026326326326326324,0.06948615281948614,0.11708375041708376,0.14362696029362695,0.08110014776681444,0.05873680318124763,0.042998267998268,0.1111111111111111,0.10890097126364165,0.11902623290173474,0.0940940940940941,0.15415415415415415,0.19119119119119118,0.0940940940940941,0.11558224891558225,0.12050145383478718,0.0940940940940941,0.03463463463463463,0.022322322322322324,0.05989322655989322,0.09914914914914914,0.12369035702369036,0.06960293626960293,0.04905540461096017,0.036614261614261616,0.0940940940940941,0.09250465200466071,0.1021448044789395,0.0940940940940941,0.15415415415415415,0.19119119119119118,0.0940940940940941,0.11558224891558225,0.12050145383478718,0.0940940940940941,0.03463463463463463,0.022322322322322324,0.05989322655989322,0.09914914914914914,0.12369035702369036,0.06960293626960293,0.04905540461096017,0.036614261614261616,0.0940940940940941,0.09250465200466071,0.1021448044789395,0.1021448044789395,0.08728719950978557,0.1172050435648755
infobip-gpt-4-1-mini,GPT-4.1-mini,api,c500,999,9.91091091091091,8.845845845845846,0.8845845845845847,0.08708838821490468,603.0,32.09966777408638,0.9039039039039038,0.23064702484113228,1597.0,35.68724404162471,0.9155155155155156,0.31138070479491625,2156.0,35.600352689505996,0.9172172172172173,0.0878105141536684,608.0,31.090128755364805,0.9329329329329329,0.22790294627383015,1578.0,33.924272818455364,0.9295295295295295,0.29578278451761986,2048.0,34.20967729109012,0.8384384384384385,0.0878105141536684,608.0,31.090128755364805,0.9329329329329329,0.22790294627383015,1578.0,33.924272818455364,0.9295295295295295,0.29578278451761986,2048.0,34.20967729109012,0.8384384384384385,0.10810810810810811,0.2072072072072072,0.24424424424424424,0.10810810810810811,0.14479479479479476,0.14959244959244958,0.10810810810810811,0.04704704704704705,0.028428428428428427,0.07342342342342342,0.13223223223223224,0.15770770770770773,0.0828495161828495,0.0658693325359992,0.04654774654774655,0.10810810810810811,0.1191037485270118,0.12878651937221577,0.09109109109109109,0.17617617617617617,0.2072072072072072,0.09109109109109109,0.12230563897230565,0.12652930708486265,0.09109109109109109,0.03943943943943944,0.023723723723723725,0.06091091091091092,0.11109442776109442,0.1325325325325325,0.06903570236903571,0.05546339990784436,0.03899047232380566,0.09109109109109109,0.0997565445770307,0.10803418626650133,0.09109109109109109,0.17617617617617617,0.2072072072072072,0.09109109109109109,0.12230563897230565,0.12652930708486265,0.09109109109109109,0.03943943943943944,0.023723723723723725,0.06091091091091092,0.11109442776109442,0.1325325325325325,0.06903570236903571,0.05546339990784436,0.03899047232380566,0.09109109109109109,0.0997565445770307,0.10803418626650133,0.10803418626650133,0.09348990827966606,0.12330845723697875
infobip-gpt-4-1-mini,GPT-4.1-mini,api,cALL,999,9.755755755755755,8.386386386386386,0.8386386386386386,0.08261120739456962,572.0,31.58477508650519,0.8678678678678678,0.22992489890236859,1592.0,33.05548289738431,0.8878878878878879,0.298526863084922,2067.0,34.99227186523873,0.8802802802802803,0.0854997111496245,592.0,29.33406835722161,0.9079079079079079,0.22616984402079723,1566.0,30.401094276094277,0.9047047047047047,0.2797515886770653,1937.0,32.80332611832612,0.7935935935935935,0.0854997111496245,592.0,29.33406835722161,0.9079079079079079,0.22616984402079723,1566.0,30.401094276094277,0.9047047047047047,0.2797515886770653,1937.0,32.80332611832612,0.7935935935935935,0.13713713713713713,0.24224224224224225,0.2982982982982983,0.13713713713713713,0.1775275275275275,0.1847673069895292,0.13713713713713713,0.05465465465465466,0.03413413413413414,0.08742075408742075,0.15246913580246912,0.18835502168835505,0.10043853377186711,0.07618289284955954,0.05573393073393074,0.13713713713713713,0.14035993861518103,0.15381818033772268,0.14714714714714713,0.2502502502502503,0.2982982982982983,0.14714714714714713,0.1878712045378712,0.1942950887395332,0.14714714714714713,0.056456456456456465,0.03413413413413414,0.09559559559559559,0.15847514180847513,0.18835502168835505,0.10911387578054244,0.07889989556656224,0.05573393073393074,0.14714714714714713,0.14861723373112767,0.16004122882694383,0.14714714714714713,0.2502502502502503,0.2982982982982983,0.14714714714714713,0.1878712045378712,0.1942950887395332,0.14714714714714713,0.056456456456456465,0.03413413413413414,0.09559559559559559,0.15847514180847513,0.18835502168835505,0.10911387578054244,0.07889989556656224,0.05573393073393074,0.14714714714714713,0.14861723373112767,0.16004122882694383,0.16004122882694383,0.14193202202325086,0.17863694289835322
