model,model_display,temperature,n_prompts,n_trials,raw_ndcg@10_mean,raw_ndcg@10_mean_prompt_std,strict_ndcg@10_mean,strict_ndcg@10_mean_prompt_std,raw_ndcg@10_std,raw_ndcg@10_std_prompt_std,strict_ndcg@10_std,strict_ndcg@10_std_prompt_std,raw_ndcg@10_cv,raw_ndcg@10_cv_prompt_std,strict_ndcg@10_cv,strict_ndcg@10_cv_prompt_std,candidate_valid_rate@10_mean,candidate_valid_rate@10_mean_prompt_std,raw_jaccard_distance@10,raw_jaccard_distance@10_prompt_std,strict_jaccard_distance@10,strict_jaccard_distance@10_prompt_std,raw_list_position_distance@10,raw_list_position_distance@10_prompt_std,strict_list_position_distance@10,strict_list_position_distance@10_prompt_std,raw_exact_list_agreement@10,raw_exact_list_agreement@10_prompt_std,strict_exact_list_agreement@10,strict_exact_list_agreement@10_prompt_std,raw_item_coverage@10,raw_item_coverage@10_prompt_std,strict_item_coverage@10,strict_item_coverage@10_prompt_std,raw_avg_popularity@10,raw_avg_popularity@10_prompt_std,strict_avg_popularity@10,strict_avg_popularity@10_prompt_std,raw_catalog_match_rate@10,raw_catalog_match_rate@10_prompt_std,strict_catalog_match_rate@10,strict_catalog_match_rate@10_prompt_std,strict_ndcg@10_mean_ci_mean,strict_ndcg@10_mean_ci_low,strict_ndcg@10_mean_ci_high,strict_jaccard_distance@10_ci_mean,strict_jaccard_distance@10_ci_low,strict_jaccard_distance@10_ci_high
Qwen2.5-7B-FT,Qwen2.5-7B-FT,1.0,30,600,0.07134241361500311,0.1998900981603534,0.05160245130077163,0.18357686102088272,0.06252463844433111,0.11217086379589782,0.0344870672013891,0.0688370248488602,2.628585561551184,1.6601856965734514,2.2662778658605154,1.687265343394744,0.9346666666666666,0.04286975731158297,0.7620876238409234,0.07701983492611264,0.7472532853532325,0.08211921505299075,0.9078070175438598,0.043869805236711364,0.887280701754386,0.05791421604876643,0.0,0.0,0.0,0.0,0.006855382245330252,0.001016817081161399,0.006590602734450221,0.0009930186146410956,21.92023346560847,9.504055340421608,21.474164682539683,9.726015130561331,0.8635000000000002,0.07652078825053199,0.8476666666666667,0.08255336135654542,0.05160245130077163,0.005937158480653237,0.1223354103290997,0.7472532853532325,0.7177183726936562,0.7756917875309169
Qwen2.5-7B-FT,Qwen2.5-7B-FT,2.0,30,600,0.04498514100080072,0.13594741926411588,0.04104435361249166,0.14595477938407597,0.058126563900532176,0.11205080590792812,0.03933519393174534,0.09608535871930655,2.54833611615199,1.414195981442369,1.7918276999996778,0.9920245635064235,0.7393333333333333,0.06773087379008054,0.9137815504694885,0.030438001904662174,0.8855280565765536,0.035558653943421926,0.9771403508771931,0.009439020403967689,0.8097894736842105,0.05309840159715814,0.0,0.0,0.00017543859649122806,0.0009609167675529232,0.00747159637974196,0.0008000302552853292,0.007182746004236474,0.000796425955883123,19.765200802933258,7.049759650868854,19.147527719762373,7.093577992053949,0.6724999999999999,0.08673930421989635,0.6601666666666667,0.08725194724962063,0.04104435361249166,0.0038364030993571084,0.0979267045424226,0.8855280565765536,0.8725931503356125,0.897505453665204
Gemma-2-9B,Gemma-2-9B,0.0,30,600,0.06428706898503958,0.21587694062550286,0.04520690623693407,0.19168703201168025,0.0,0.0,1.8984413154198556e-18,1.0398191325552354e-17,0.0,0.0,7.994397856622167e-17,1.130578587184147e-16,0.7266666666666666,0.23094010767585027,0.03511323763955343,0.05932597927810007,0.03796400091136933,0.062644903585639,0.04491228070175438,0.07626656317534768,0.04042105263157894,0.0757862471585834,0.8764912280701753,0.16509726917172582,0.8877192982456139,0.161503427868761,0.0012950125168496053,0.0002973977250819417,0.0010350471788946659,0.0003756267806175624,31.199801587301586,20.599425322978263,26.887036124794744,24.064177980037993,0.8413333333333333,0.1849460934198513,0.6646666666666666,0.22843898050922026,0.04520690623693407,0.0,0.12374714580720148,0.03796400091136933,0.017553742943216624,0.062077780309359246
Gemma-2-9B,Gemma-2-9B,0.5,30,600,0.06078630202028505,0.20802153483557428,0.04014879245456815,0.18433420922800817,0.01591928934997259,0.044159612043762037,0.010140399521561337,0.044442720000624984,1.170019710375957,1.216354860184892,1.4605280386877497,1.5503862753102928,0.7533333333333333,0.1796180494219913,0.5565687770103812,0.13411563486111813,0.5731965424232615,0.13779947151441083,0.7556140350877192,0.09659404959965016,0.6418070175438597,0.1570484083533064,0.012807017543859652,0.063319263502102,0.021403508771929827,0.07116423759214004,0.003981321009050645,0.0010765671643511077,0.0033699210475640284,0.001019360423055748,30.567093253968256,14.28164328581333,24.291231121785945,14.622552675928478,0.8496666666666666,0.1422778566950849,0.6961666666666667,0.18129649621608765,0.04014879245456815,0.0,0.11518124256536813,0.5731965424232615,0.5257448740552986,0.6201720099731521
Gemma-2-9B,Gemma-2-9B,1.0,30,600,0.058207746880555904,0.20195699789694224,0.03990739149712508,0.1844583570309537,0.02173315006316956,0.05644995001209593,0.009913845554586862,0.04532807839967108,2.0863154545511153,1.9576311759928242,1.9301701464704137,2.2979818208779257,0.7064999999999999,0.1731510701770228,0.755718046721774,0.09471081227841821,0.7647425814564074,0.11052241425624951,0.8957894736842106,0.05107835152075442,0.737701754385965,0.13393002846009866,0.0,0.0,0.009473684210526316,0.026957688586431352,0.0063884074715963805,0.0012264759391903116,0.005382245330252264,0.0009691552662422973,27.771797967140074,12.351795471816933,22.090173664291903,10.901220500518882,0.7856666666666666,0.11612814958672502,0.6458333333333334,0.16163007643751026,0.03990739149712508,0.0,0.11275278680630132,0.7647425814564074,0.7251354298026934,0.8000586704525355
Gemma-2-9B,Gemma-2-9B,2.0,30,600,0.02293586461689916,0.08630227503365404,0.018362970934676665,0.08839165597254083,0.03606340353569458,0.10541531799434026,0.024533823153827912,0.09964302149124218,2.251603640370785,0.9666803149539186,2.2176067133524278,1.6661652165331544,0.17266666666666666,0.05495661820979773,0.9808477289982303,0.012961153852093496,0.8330832218463797,0.08274857070338194,0.902157894736842,0.04926304737295064,0.2617192982456141,0.07268717897839416,0.0,0.0,0.1324561403508772,0.09125569640802912,0.0033939919121894866,0.0009510381502409814,0.0028499903716541495,0.0009282141438391679,21.426435738811467,11.908126842024416,16.25503292589136,9.85437991460828,0.18999999999999997,0.05911706679299046,0.15666666666666665,0.054981710647697433,0.018362970934676665,0.0,0.05277749145863909,0.8330832218463797,0.8044831158364053,0.8608643309297912
Llama-3.3-70B,Llama-3.3-70B,0.0,30,600,0.07002224806997501,0.20082664949302909,0.07463913703888829,0.20637779064592826,3.796882630839711e-18,1.4449499978458104e-17,5.6953239462595664e-18,1.737806089165318e-17,7.35771111537024e-17,1.0117344949949613e-16,9.812712653053476e-17,8.968931964541276e-17,0.7419999999999999,0.20546666815845804,0.025041998936735775,0.051026705206386316,0.023284068757752966,0.04655874212937836,0.029192982456140347,0.061115765175224324,0.02470175438596491,0.05728251336525571,0.9214035087719298,0.14490376998806784,0.9214035087719298,0.14490376998806784,0.0013383400731754285,0.00026258974131008046,0.0010687463893703062,0.0003095252294885211,40.845383597883604,24.745889206081603,34.31327513227514,24.608505687434604,0.8946666666666666,0.17972648440172168,0.708,0.20305256666091714,0.07463913703888829,0.012895093574484722,0.15242339128862586,0.023284068757752966,0.008369874180400494,0.041460357965621114
Llama-3.3-70B,Llama-3.3-70B,0.5,30,600,0.046686418013284124,0.18361286020230003,0.04840979092228692,0.1842968452948,0.017668778299006815,0.04665348355912834,0.019960541320386258,0.05275289077956399,1.1022671101658792,0.6887079794222066,1.103281555994858,0.6888259826047557,0.7360000000000001,0.17324190780723253,0.37310459217500525,0.13881303928868777,0.37008170309795696,0.13541026892442384,0.5671052631578948,0.17592215723563095,0.48701754385964907,0.16542389522941636,0.05912280701754386,0.07014692403136338,0.0963157894736842,0.1538697510136684,0.0026622376275755827,0.0005969079066187392,0.002315617176968997,0.0006574596948831124,39.83492394179894,23.48598489462846,32.15377645502645,22.280855198759852,0.8898333333333334,0.16057806852728682,0.6981666666666667,0.17562932818735097,0.04840979092228692,0.005975657979310765,0.11916100204053263,0.37008170309795696,0.32318101546930883,0.4186390016029721
Llama-3.3-70B,Llama-3.3-70B,1.0,30,600,0.03819763116505153,0.17429770916886247,0.04044385776376962,0.18249604770219377,0.02061239865935401,0.04639755970749037,0.016659665206815444,0.04935290949120366,2.6396845271371348,1.6504792421572545,2.223842368574977,1.5910637962097687,0.7519999999999999,0.15892201514123752,0.5129158938191242,0.10880237612962244,0.5081885854083997,0.10993237276091028,0.7553157894736844,0.12095990688428529,0.647122807017544,0.14821075919109464,0.002631578947368421,0.005656786706173756,0.02947368421052632,0.13003890025422948,0.003490275370691315,0.000847316128499447,0.003037743115732717,0.0008356917258448702,38.706878306878316,22.242926524815033,31.988169729880255,20.72956829883018,0.8909999999999998,0.14771477641865688,0.7123333333333333,0.15959935470730613,0.04044385776376962,0.0020508709584960015,0.10987940449815652,0.5081885854083997,0.469564775640095,0.5437666455810127
Llama-3.3-70B,Llama-3.3-70B,2.0,30,600,0.046593955810995374,0.16950426677214542,0.04873274955235851,0.17503682182466226,0.03585741787380848,0.06810926203800415,0.03604088990264118,0.07277421448075477,2.043292425602777,1.2902797307994185,1.9072927054093078,1.3280159597455086,0.7526666666666666,0.12412961338673471,0.7688820412224968,0.07873876453167335,0.759579690158332,0.08264093177209923,0.9171754385964913,0.0492481408179527,0.7929649122807019,0.10549072346556293,0.0,0.0,0.01368421052631579,0.07495150786912799,0.006099557096090891,0.0012843420144742284,0.0056036972848064704,0.001288098021664792,33.62437096212754,17.91859608011843,28.953887983848507,14.764692276867889,0.8270000000000001,0.12150351208206231,0.7068333333333332,0.1264398680396538,0.04873274955235851,0.007912494901394517,0.11858628368431823,0.759579690158332,0.729774396725328,0.7869758212139223
Qwen2.5-7B,Qwen2.5-7B,0.0,30,600,0.042222222222222223,0.1873250567430324,0.04481804154862381,0.19104512601636908,0.004559903787045129,0.024975621642178505,0.00589153100445128,0.03226924429379036,0.25649458802128855,0.36273812505500586,0.25649458802128855,0.36273812505500586,0.668,0.19600140745448213,0.03750541855805014,0.0646758588141184,0.04256864383180173,0.0733597809892423,0.038175438596491224,0.07386906205601185,0.029192982456140347,0.05916406458343546,0.8989473684210526,0.15699927568821867,0.8989473684210526,0.15699927568821867,0.0013479684190256115,0.00024967208524101704,0.0009628345850182938,0.0003247952376580038,37.472291005291,15.270624104774326,26.574137566137562,17.4161127279856,0.8746666666666665,0.13795884777048886,0.6153333333333333,0.20380405284003306,0.04481804154862381,0.0,0.12296941643058096,0.04256864383180173,0.017900083542188805,0.07251328320802003
Qwen2.5-7B,Qwen2.5-7B,0.5,30,600,0.04189823657104423,0.16687091756209055,0.0428083167521329,0.18575568904828837,0.021811866643755326,0.05552414563943777,0.011654522234310976,0.0455543851643598,1.8436696222689768,1.674599119575362,1.1331660264732537,1.2443424990790921,0.6413333333333334,0.1409507943815203,0.5055439459875667,0.13025544711085935,0.5395039591328292,0.14031197901407347,0.6278947368421053,0.15826049590453936,0.4943684210526316,0.1381998916378564,0.02824561403508772,0.10115847577440897,0.04385964912280702,0.10395129293364203,0.003697284806470248,0.0012229031821651246,0.0027440785673021376,0.0008756338543179746,38.36931920077972,14.573829428371509,27.307861946533,14.691488878353647,0.8593333333333333,0.09224903824686337,0.5931666666666666,0.1340900580884389,0.0428083167521329,0.0,0.11529215608846559,0.5395039591328292,0.4884805218205856,0.5874773559075513
Qwen2.5-7B,Qwen2.5-7B,1.0,30,600,0.03892540514031923,0.1600577195294756,0.03695001604762682,0.1821600920604963,0.028549835127074315,0.05742066251748115,0.011245521947126394,0.030151736844083895,2.4512523045159633,1.2937041079254634,2.61742312322673,1.6387803691688623,0.6291666666666667,0.12418064798241849,0.6587518693489446,0.10317759452817887,0.6977785342022959,0.10645248513182068,0.7903684210526316,0.09857240126983059,0.6016315789473684,0.12343666388639639,0.002280701754385965,0.010588142687073001,0.0043859649122807015,0.013548350659203583,0.005411130367802812,0.0013251631222497575,0.003942807625649914,0.0010114386537331775,38.09587834146003,14.328428100698819,27.10352726269195,13.850001280781566,0.8381666666666667,0.09484545808598441,0.5791666666666667,0.12523139502077973,0.03695001604762682,0.0012602052795666395,0.10505712241799035,0.6977785342022959,0.6579426335467938,0.7343139028952785
Qwen2.5-7B,Qwen2.5-7B,2.0,30,600,0.029906670660940254,0.12113198680059042,0.027736388468016397,0.1339179859906222,0.03251908429320023,0.08932519794303856,0.024639582205502494,0.09081475501744221,2.7048908263634046,1.545157329893285,2.613127008254138,1.9390953402189866,0.4491666666666666,0.0814849608858881,0.8938503061816367,0.04496858673222171,0.8840529920142923,0.046967373233811054,0.9445789473684211,0.02924142019922994,0.5589122807017545,0.08681377014867152,0.0,0.0,0.011754385964912283,0.02117402989844605,0.006537646832274215,0.001248706078162542,0.004689004429039091,0.0007998504260569791,36.05180450674547,15.581578638441622,26.52426258423785,14.825837796485217,0.6009999999999999,0.0991289651118074,0.41200000000000003,0.07422705148673084,0.027736388468016397,0.0,0.07907688405411957,0.8840529920142923,0.8671876002956596,0.89988545160335
Llama-3.1-8B,Llama-3.1-8B,0.0,30,600,0.053936822276295066,0.19615766826787384,0.041041728701810345,0.18596854743302155,0.003954323388685438,0.02165872119653283,0.003954323388685438,0.02165872119653283,0.17099639201419234,0.29617443887954614,0.2564945880212885,0.3627381250550058,0.6766666666666665,0.2565061447584649,0.034528278738805054,0.06589290714433886,0.04180471380471381,0.08139955256001671,0.04715789473684211,0.09003725574401028,0.044912280701754376,0.08682217593829969,0.9101754385964912,0.15150364466822863,0.9101754385964912,0.15150364466822863,0.0012324282688234165,0.0003862941279372454,0.0009820912767186597,0.0003967049327684801,29.43112962962963,20.520520931269246,22.533193121693117,18.940156178425404,0.7959999999999998,0.2383506544626186,0.6233333333333332,0.25216761438996566,0.041041728701810345,0.0,0.11541679073695403,0.04180471380471381,0.016807655502392348,0.07371072124756335
Llama-3.1-8B,Llama-3.1-8B,0.5,30,600,0.036317640298802675,0.18212520291651438,0.0361878257947899,0.1822959357016817,0.012507733133762735,0.027289524493500097,0.012765678370155154,0.04366609418857791,3.635441100989278,1.6840953925273519,3.577708763999664,2.0,0.7021666666666667,0.16651438445337108,0.6967343261102834,0.11597684931005968,0.7107852644635071,0.12933702508041156,0.8732631578947369,0.05477842898767214,0.7206315789473685,0.12800588927611348,0.00017543859649122806,0.0009609167675529232,0.009298245614035087,0.027179416244046663,0.004891199691892932,0.0011986260502220812,0.004337569805507413,0.0010466202683912704,27.12772395244648,13.793524487278079,21.886134489500797,11.984252738936322,0.7923333333333333,0.1424583020258628,0.6518333333333335,0.1550110303824534,0.0361878257947899,0.0005430711160656619,0.10421459993808412,0.7107852644635071,0.6626382678680319,0.7535541436929152
Llama-3.1-8B,Llama-3.1-8B,1.0,30,600,0.03869096363430628,0.16676699584908058,0.04297239367521232,0.17650012821770428,0.029493240750817436,0.06159623082710941,0.032174164050127234,0.08425548430192441,3.0955161595147787,1.6268925917192123,2.64294863092234,1.6399971194235827,0.7055000000000001,0.12051148178235678,0.8942932746776033,0.0439741757795601,0.892622082772869,0.040994146913487114,0.9646140350877194,0.02236033090950412,0.8157719298245616,0.0887085339700104,0.0,0.0,0.0061403508771929825,0.014955809925156192,0.00848257269401117,0.001196343599227163,0.0077604467552474495,0.0011640429977847013,24.873666217461643,9.456861035826586,21.04128438535908,8.20738465150331,0.7476666666666667,0.10094154448144158,0.6518333333333334,0.11006646372434073,0.04297239367521232,0.0027476968594720924,0.11364430211603425,0.892622082772869,0.8784830255874321,0.9065319917183484
Llama-3.1-8B,Llama-3.1-8B,2.0,30,600,0.01797801386062783,0.08660723688537343,0.018219605181963063,0.08779641103611464,0.026236025293675448,0.09479368575722252,0.02638062243116106,0.09502438173993498,3.6169133724955937,1.710445165007971,3.613964463790855,1.7163429824174488,0.13100000000000003,0.04389250191248992,0.9954449815561719,0.0028494191114019508,0.8292844679686786,0.1013084574149928,0.9704210526315791,0.015036110893937506,0.20633333333333334,0.06560001516284451,0.00017543859649122806,0.0009609167675529232,0.16087719298245612,0.10265073424790508,0.002955902176006162,0.000942669505081513,0.0027248218756017717,0.0008989261980077923,21.562166003250564,13.565310022642151,18.676010521885523,12.17225580802144,0.13100000000000003,0.04562591520102401,0.11933333333333336,0.04213552300435553,0.018219605181963063,0.0003640123946969403,0.05334209241320881,0.8292844679686786,0.793335816400948,0.8640333517968388
Llama-3.2-3B,Llama-3.2-3B,0.0,30,600,0.04459693680294237,0.19068978994080305,0.04652058524674373,0.1940128245115899,0.00031290771735456086,0.0017138661521254376,0.0005994962622378024,0.003283576259676768,0.013890213651378748,0.019643728530039734,0.02273014370902257,0.032145277507989206,0.6353333333333333,0.2565921671249632,0.031871130818499245,0.05753889348242471,0.03692787524366472,0.07226987386574561,0.04378947368421052,0.07769808895353984,0.03480701754385964,0.06095551029269743,0.8877192982456139,0.161503427868761,0.8989473684210526,0.15699927568821864,0.0011602156749470442,0.00032067221941231724,0.0008761794723666472,0.00037148707413858876,28.07631481481481,15.238751164281497,19.244312169312174,11.157503505960007,0.7706666666666666,0.19783192680749942,0.5766666666666665,0.24132298193333224,0.04652058524674373,0.0,0.1263745038268208,0.03692787524366472,0.013723196881091618,0.06312670565302145
Llama-3.2-3B,Llama-3.2-3B,0.5,30,600,0.04340431690900791,0.1669324617422747,0.04890062451251335,0.1807927179628993,0.025063874316401596,0.06382587968986972,0.027679610579299834,0.07762120854457805,2.040639904852947,1.754809128374492,1.796774992636419,1.9195248167785905,0.6686666666666666,0.17028340136845163,0.6494288265996552,0.08201313006842664,0.6864984168933982,0.1128876001395156,0.8033684210526315,0.08437637932560388,0.6471929824561402,0.13962549238126787,0.0010526315789473684,0.002899270496946041,0.013859649122807018,0.06308954761231009,0.004414596572308877,0.0011075231856840957,0.0038320816483728096,0.0010224603605405507,28.592885895293794,13.56809062757499,20.908521222036573,10.213348321505137,0.781,0.12182095397585019,0.6043333333333333,0.15241579548276382,0.04890062451251335,0.000644754678724236,0.12214829517716001,0.6864984168933982,0.6456908861496578,0.7242954567559723
Llama-3.2-3B,Llama-3.2-3B,1.0,30,600,0.031533749881742526,0.1176793940540171,0.03623006667293193,0.1373825246635035,0.0343230849307901,0.08851654223984001,0.03691149129955639,0.10185829600483613,2.3580566874914584,1.3522456844482502,2.3029958016628123,1.5012294371937096,0.6440000000000001,0.12099729264568779,0.8840170584949184,0.05508737431278452,0.8951752814330011,0.05887540875695124,0.9460000000000002,0.03841187768033513,0.7457719298245615,0.1052921451315725,0.0,0.0,0.0033333333333333335,0.005438694064655624,0.008270749085307142,0.0015042294866889944,0.007245330252262662,0.001412061494508067,22.82164656535129,8.393696554338069,17.72255338623429,7.411732211366644,0.7126666666666668,0.09211811508295631,0.5815,0.1093566610241225,0.03623006667293193,0.0018751285691444566,0.09246669018255353,0.8951752814330011,0.871426026845211,0.91267341884936
Llama-3.2-3B,Llama-3.2-3B,2.0,30,600,0.005608133931507244,0.018717330938776287,0.006021911987942431,0.023563539178785533,0.019236688004169833,0.055811372880160054,0.018941348867597175,0.06499546862258504,4.01812546575366,0.9080209784918389,3.8329791348777262,1.107052086455211,0.11066666666666668,0.04549977895613858,0.9954827910812715,0.00415011902347924,0.7617061973114603,0.12191169233092995,0.9430000000000001,0.033337929125661366,0.17987719298245614,0.06982637246205023,0.0,0.0,0.2307017543859649,0.1264524618544539,0.0027488927402272295,0.0007933040946792241,0.0023300596957442714,0.0008554685282022576,18.993270235166065,11.507362603067786,14.617378514342798,9.138885888837237,0.11983333333333333,0.0395553591411026,0.09900000000000002,0.04077693736279927,0.006021911987942431,0.0,0.015377157309218197,0.7617061973114603,0.717774987974988,0.8004138026568948
